REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9193	00406036201	HYDROCODONE	1.0	null	null	null	null	null	10202010	0.6054	100.0	54006	HYDROCOD.BIT.& APAP,10MG/660MG/TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9143	53746020601	OXYCODONE	1.0	null	null	10X000237	null	null	12232010	0.8965	100.0	57931	OXYCODONE HCL/ACETAMINOPHEN TABS. 10	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9143	00603499221	OXYCODONE	1.0	null	null	10X000225	null	null	12022010	2.6895	100.0	57949	OXYCODONE HCL 30MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	30.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9143	59011044010	OXYCODONE	1.0	null	null	11X000250	null	null	01142011	3.5860000000000003	100.0	56182	OXYCONTIN 40MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	40.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9143	59011042010	OXYCODONE	1.0	null	null	11X000266	null	null	02112011	1.7930000000000001	100.0	53784	OXYCONTIN 20MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	20.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9143	59011044010	OXYCODONE	2.0	null	null	11X000272	null	null	02252011	7.172000000000001	200.0	53795	OXYCONTIN 40MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	40.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9193	00603389021	HYDROCODONE	1.0	null	null	null	null	null	03242011	0.3027	100.0	61926	HYDROCODONE BITARTRATE 5MG/ACETAMINO	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	5.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9143	59011041010	OXYCODONE	1.0	null	null	11X000280	null	null	03152011	0.8965	100.0	61937	OXYCONTIN 10MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	null	04272011	1.5135	500.0	56448	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Kinray Inc	5.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9193	00406036201	HYDROCODONE	1.0	null	null	null	null	null	04152011	0.6054	100.0	56464	HYDROCOD.BIT.& APAP,10MG/660MG/TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9143	00406052201	OXYCODONE	1.0	null	null	11X000330	null	null	06142011	0.672375	100.0	59019	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Kinray Inc	7.5
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9143	59011042010	OXYCODONE	1.0	null	null	11X000360	null	null	08122011	1.7930000000000001	100.0	26315	OXYCONTIN 20MG OXYCODONE HCL CR TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	20.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9193	00603388621	HYDROCODONE	1.0	null	null	null	null	null	08042011	0.6054	100.0	26329	HYDROCODONE BITARTRATE AND ACETA 10M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9279387	RETAIL PHARMACY	BOWKER'S PHARMACY	null	46 BRIDGE STREET	PO BOX 602	MILFORD	NJ	8848	HUNTERDON	S	9143	53746020401	OXYCODONE	2.0	null	null	11X000358	null	null	08102011	1.7930000000000001	200.0	26345	OXYCODONE HCL/ACETAMINOPHEN TABS 10M	OXYCODONE HYDROCHLORIDE	TAB	1.5	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	60951060285	OXYCODONE	1.0	null	null	056341226	null	null	03022006	2.241	500.0	30319	ENDOCET OXYCODO HCL5MG&AC TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	5.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	60951060285	OXYCODONE	2.0	null	null	056341229	null	null	03092006	4.482	1000.0	30361	ENDOCET OXYCODO HCL5MG&AC TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	5.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	60951070370	OXYCODONE	3.0	null	null	056341208	null	null	04142006	5.379	300.0	26396	OXYCOD.HCL ER TABS;20MG/TAB	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	20.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	60951070070	OXYCODONE	3.0	null	null	06X000006	null	null	08212006	2.017125	300.0	30909	ENDOCET - 7.5MG OXYCODONE.HCL/325MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	7.5
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	00406853001	OXYCODONE	2.0	null	null	06X000064	null	null	12072006	5.379	200.0	34353	OXYCODONE HYDROCHLORIDE 30MG TABLET	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Kinray Inc	30.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	60951070070	OXYCODONE	3.0	null	null	061330072	null	null	01032007	2.017125	300.0	36509	ENDOCET - 7.5MG OXYCODONE.HCL/325MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	7.5
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	00406851501	OXYCODONE	5.0	null	null	07X000010	null	null	01232007	6.72375	500.0	36511	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Kinray Inc	15.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	59011010710	OXYCODONE	1.0	null	null	07X000026	null	null	02212007	7.172000000000001	100.0	31516	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	80.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	00406853001	OXYCODONE	6.0	null	null	07X000035	null	null	03072007	16.137	600.0	36427	OXYCODONE HYDROCHLORIDE 30MG TABLET	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Kinray Inc	30.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	59011010510	OXYCODONE	3.0	null	null	07X000054	null	null	04052007	10.758	300.0	33593	OXYCONTIN - 40MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	40.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9193	00591038705	HYDROCODONE	1.0	null	null	null	null	null	04162007	2.27025	500.0	50632	HYDROCODONE BITARTRATE 7.5MG/ACETAMI	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Kinray Inc	7.5
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	00406052301	OXYCODONE	3.0	null	null	07X000101	null	null	07252007	2.6895	300.0	37497	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	00406052301	OXYCODONE	6.0	null	null	07X000106	null	null	08082007	5.379	600.0	38766	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	68774016101	OXYCODONE	1.0	null	null	07X000130	null	null	09282007	0.8965	100.0	35448	OXYCODONE.HCL ER 10MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	60951071270	OXYCODONE	6.0	null	null	076171882	null	null	01282008	5.379	600.0	40990	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9193	53746014501	HYDROCODONE	1.0	null	null	null	null	null	01072008	0.45405	100.0	58317	HYDROCODONE/IBUPROFEN 7.5MG/200MG TA	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Amneal Pharmaceuticals LLC	Amneal Pharmaceuticals, Inc.	Kinray Inc	7.5
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	60951079670	OXYCODONE	4.0	null	null	076171893	null	null	02012008	2.6895	400.0	39817	ENDOCET TABS;7.5MG OXYCODONE.HCL & 5	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	7.5
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	00406051205	OXYCODONE	1.0	null	null	08X000043	null	null	08132008	2.24125	500.0	47394	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Kinray Inc	5.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9193	00603389728	HYDROCODONE	1.0	null	null	null	null	null	09232008	2.27025	500.0	48019	HYDROCODONE/APAP 7.5MG/200MG TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	7.5
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	58177044604	OXYCODONE	5.0	null	null	08X000054	null	null	09022008	13.4475	500.0	48070	OXYCODONE HCL 30MG IR TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Ethex Corporation	AMAG Pharmaceuticals, Inc.	Kinray Inc	30.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	00603499121	OXYCODONE	2.0	null	null	08X000076	null	null	10132008	2.6895	200.0	53800	OXYCODONE HCL 15MG USP TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	15.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	63481062270	OXYCODONE	1.0	null	null	09X000014	null	null	02022009	0.8965	100.0	47245	OXYCOD.HCL/APAP;10MG & 650MG/TAB,BOT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	59011010510	OXYCODONE	1.0	null	null	09X000036	null	null	03072009	3.5860000000000003	100.0	51919	OXYCONTIN - 40MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	40.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	60951071270	OXYCODONE	4.0	null	null	09X000073	null	null	04282009	3.5860000000000003	400.0	50099	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	60951071270	OXYCODONE	6.0	null	null	09X000055	null	null	04082009	5.379	600.0	50145	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	00406059501	OXYCODONE	2.0	null	null	09X000089	null	null	05292009	7.172000000000001	200.0	50136	OXYCODONE HYDROCHLORIDE 40MG TABS.	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Kinray Inc	40.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	59011010310	OXYCODONE	1.0	null	null	09X000097	null	null	06152009	1.7930000000000001	100.0	53624	OXYCONTIN (OXYCODONE.HCL) CONTROLLED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	20.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	59011010510	OXYCODONE	2.0	null	null	09X000147	null	null	09092009	7.172000000000001	200.0	50369	OXYCONTIN - 40MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	40.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9193	00603389728	HYDROCODONE	1.0	null	null	null	null	null	09092009	2.27025	500.0	50376	HYDROCODONE/APAP 7.5MG/200MG TABS.	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Kinray Inc	7.5
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	00406853001	OXYCODONE	8.0	null	null	09X000157	null	null	09222009	21.516	800.0	50378	OXYCODONE HYDROCHLORIDE 30MG TABLET	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Kinray Inc	30.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	00406853001	OXYCODONE	6.0	null	null	10X000035	null	null	02262010	16.137	600.0	48346	OXYCODONE HYDROCHLORIDE 30MG TABLET	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Kinray Inc	30.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	59011010710	OXYCODONE	2.0	null	null	10X000021	null	null	02042010	14.344000000000001	200.0	48373	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	80.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	63481062270	OXYCODONE	1.0	null	null	10X000068	null	null	04132010	0.8965	100.0	56267	OXYCOD.HCL/APAP;10MG & 650MG/TAB,BOT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Kinray Inc	10.0
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	63481062870	OXYCODONE	3.0	null	null	10X000091	null	null	05112010	2.017125	300.0	53307	PERCOCET TABLETS OXYCODONE HCL 7.5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Kinray Inc	7.5
PK0070297	DISTRIBUTOR	KINRAY INC	null	152-35 10TH AVE.	null	WHITESTONE	NY	11357	QUEENS	BB9295127	RETAIL PHARMACY	BROCKMANS PHARMACY	null	78 AVENUE C	null	BAYONNE	NJ	7002	HUDSON	S	9143	59011010510	OXYCODONE	1.0	null	null	10X000106	null	null	06032010	3.5860000000000003	100.0	57814	OXYCONTIN - 40MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Kinray Inc	40.0
